Year,CO,NO2,NO2,O3,PM10,PM2.5,PM2.5,Pb,SO2,State,City
2018,,,,0.07,,20.0,8.3,,, OH,Toledo
2019,,,,0.061,,20.0,7.9,,, OH,Toledo
2000,,,,0.099,,,,,, CT,Torrington
2001,,,,0.099,,,,,, CT,Torrington
2002,,,,0.099,,,,,, CT,Torrington
2003,,,,0.09699999999999999,,,,,, CT,Torrington
2004,,,,0.096,,,,,, CT,Torrington
2005,,,,0.094,,,,,, CT,Torrington
2006,,,,0.085,,,,,, CT,Torrington
2007,,,,0.08900000000000001,,,,,, CT,Torrington
2008,,,,0.077,,,,,, CT,Torrington
2009,,,,0.07,,,,,, CT,Torrington
2010,,,,0.07200000000000001,,,,,, CT,Torrington
2011,,,,0.07,,,,,, CT,Torrington
2012,,,,0.073,,,,,, CT,Torrington
2013,,,,0.068,,,,,, CT,Torrington
2014,,,,0.068,,,,,, CT,Torrington
2015,,,,0.076,,,,,, CT,Torrington
2016,,,,0.078,,,,,, CT,Torrington
2017,,,,0.067,,,,,, CT,Torrington
2018,,,,0.071,,,,,, CT,Torrington
2019,,,,0.062,,,,,, CT,Torrington
2000,,,,0.081,,,,,, MI,Traverse City
2001,,,,0.091,,,,,, MI,Traverse City
2002,,,,0.086,,,,,, MI,Traverse City
2003,,,,0.08900000000000001,,,,,, MI,Traverse City
2004,,,,0.075,,,,,, MI,Traverse City
2005,,,,0.086,,,,,, MI,Traverse City
2006,,,,0.08,,,,,, MI,Traverse City
2007,,,,0.08199999999999999,,,,,, MI,Traverse City
2008,,,,0.066,,,,,, MI,Traverse City
2009,,,,0.069,,,,,, MI,Traverse City
2010,,,,0.07200000000000001,,,,,, MI,Traverse City
2011,,,,0.071,,,,,, MI,Traverse City
2012,,,,0.083,,,,,, MI,Traverse City
2013,,,,0.069,,,,,, MI,Traverse City
2014,,,,0.069,,,,,, MI,Traverse City
2015,,,,0.067,,,,,, MI,Traverse City
2016,,,,0.07200000000000001,,,,,, MI,Traverse City
2017,,,,0.065,,,,,, MI,Traverse City
2018,,,,0.069,,,,,, MI,Traverse City
2019,,,,0.057,,,,,, MI,Traverse City
2000,,,,0.099,,43.0,14.7,,, NJ,Trenton
2001,,,,0.10400000000000001,,35.0,14.9,,, NJ,Trenton
2002,,,,0.109,,36.0,13.7,,, NJ,Trenton
2003,,,,0.087,,41.0,13.5,,, NJ,Trenton
2004,,,,0.08199999999999999,,33.0,12.5,,, NJ,Trenton
2005,,,,0.08900000000000001,,34.0,13.0,,, NJ,Trenton
2006,,,,0.09,,36.0,12.5,,, NJ,Trenton
2007,,,,0.094,,33.0,12.0,,, NJ,Trenton
2008,,,,0.079,,31.0,11.1,,, NJ,Trenton
2009,,,,0.071,,23.0,9.3,,, NJ,Trenton
2010,,,,0.086,,27.0,9.5,,, NJ,Trenton
2011,,,,0.079,,28.0,10.3,,, NJ,Trenton
2012,,,,0.08,,21.0,8.8,,, NJ,Trenton
2013,,,,0.07,,24.0,9.1,,, NJ,Trenton
2014,,,,0.071,,24.0,8.7,,, NJ,Trenton
2015,,,,0.073,,24.0,8.2,,, NJ,Trenton
2016,,,,0.07400000000000001,,17.0,7.3,,, NJ,Trenton
2017,,,,0.069,,18.0,7.5,,, NJ,Trenton
2018,,,,0.076,,17.0,7.1,,, NJ,Trenton
2019,,,,0.066,,21.0,7.7,,, NJ,Trenton
2000,,,,0.1,,,,,, CA,Truckee-Grass Valley
2001,,,,0.095,,,,,, CA,Truckee-Grass Valley
2002,,,,0.099,,,,,, CA,Truckee-Grass Valley
2003,,,,0.10099999999999999,,,,,, CA,Truckee-Grass Valley
2004,,,,0.09300000000000001,,,,,, CA,Truckee-Grass Valley
2005,,,,0.09300000000000001,,,,,, CA,Truckee-Grass Valley
2006,,,,0.096,,,,,, CA,Truckee-Grass Valley
2007,,,,0.08800000000000001,,,,,, CA,Truckee-Grass Valley
2008,,,,0.091,,,,,, CA,Truckee-Grass Valley
2009,,,,0.083,,,,,, CA,Truckee-Grass Valley
2010,,,,0.077,,,,,, CA,Truckee-Grass Valley
2011,,,,0.076,,,,,, CA,Truckee-Grass Valley
2012,,,,0.075,,,,,, CA,Truckee-Grass Valley
2013,,,,0.078,,,,,, CA,Truckee-Grass Valley
2014,,,,0.081,,,,,, CA,Truckee-Grass Valley
2015,,,,0.084,,,,,, CA,Truckee-Grass Valley
2016,,,,0.086,,,,,, CA,Truckee-Grass Valley
2017,,,,0.09,,,,,, CA,Truckee-Grass Valley
2018,,,,0.095,,,,,, CA,Truckee-Grass Valley
2019,,,,0.07200000000000001,,,,,, CA,Truckee-Grass Valley
2000,3.1,56.0,17.0,0.075,76.0,12.0,7.3,,, AZ,Tucson
2001,2.2,53.0,16.0,0.067,91.0,18.0,7.2,,, AZ,Tucson
2002,2.1,54.0,17.0,0.07400000000000001,88.8,18.0,6.5,,, AZ,Tucson
2003,2.2,53.0,17.0,0.07400000000000001,87.7,13.0,6.5,,, AZ,Tucson
2004,1.8,52.0,16.0,0.068,67.3,11.0,5.7,,, AZ,Tucson
2005,1.8,47.0,15.0,0.075,53.2,11.0,6.1,,, AZ,Tucson
2006,1.6,47.0,15.0,0.07200000000000001,74.2,12.0,5.8,,, AZ,Tucson
2007,1.4,48.0,13.0,0.07,70.0,13.0,5.8,,, AZ,Tucson
2008,1.2,47.0,12.0,0.07,84.0,12.0,5.5,,, AZ,Tucson
2009,1.1,42.0,11.0,0.066,73.8,11.0,5.4,,, AZ,Tucson
2010,1.0,43.0,11.0,0.068,44.8,11.0,5.1,,, AZ,Tucson
2011,1.1,45.0,12.0,0.071,69.5,13.0,5.7,,, AZ,Tucson
2012,1.0,44.0,12.0,0.068,65.3,11.0,5.7,,, AZ,Tucson
2013,0.9,42.0,10.0,0.069,90.5,14.0,5.7,,, AZ,Tucson
2014,0.9,40.0,10.0,0.065,83.5,15.0,5.9,,, AZ,Tucson
2015,1.0,38.0,9.0,0.065,38.8,10.0,4.7,,, AZ,Tucson
2016,0.9,33.0,8.0,0.065,48.7,15.0,5.6,,, AZ,Tucson
2017,1.0,37.0,8.0,0.07,55.7,17.0,7.0,,, AZ,Tucson
2018,0.9,38.0,8.0,0.069,61.5,11.0,5.0,,, AZ,Tucson
2019,0.8,36.0,7.0,0.065,48.0,8.0,3.5,,, AZ,Tucson
2000,,,11.0,0.08,,30.0,12.4,,80.0, OK,Tulsa
2001,,,11.0,0.079,,30.0,12.4,,88.0, OK,Tulsa
2002,,,11.0,0.081,,32.0,11.8,,64.0, OK,Tulsa
2003,,,10.0,0.083,,27.0,11.9,,70.0, OK,Tulsa
2004,,,5.0,0.071,,27.0,10.6,,109.0, OK,Tulsa
2005,,,11.0,0.078,,31.0,12.2,,71.0, OK,Tulsa
2006,,,11.0,0.081,,23.0,10.4,,62.0, OK,Tulsa
2007,,,10.0,0.07200000000000001,,27.0,12.2,,58.0, OK,Tulsa
2008,,,9.0,0.068,,23.0,11.4,,65.0, OK,Tulsa
2009,,,9.0,0.07,,23.0,10.7,,46.0, OK,Tulsa
2010,,,8.0,0.07,,22.0,10.7,,48.0, OK,Tulsa
2011,,,9.0,0.08199999999999999,,24.0,11.2,,51.0, OK,Tulsa
2012,,,9.0,0.083,,20.0,9.7,,40.0, OK,Tulsa
2013,,,8.0,0.07,,21.0,9.3,,31.0, OK,Tulsa
2014,,,7.0,0.063,,21.0,9.0,,11.0, OK,Tulsa
2015,,,8.0,0.065,,17.0,8.0,,10.0, OK,Tulsa
2016,,,7.0,0.063,,23.0,9.0,,15.0, OK,Tulsa
2017,,,7.0,0.064,,21.0,9.3,,14.0, OK,Tulsa
2018,,,7.0,0.07,,27.0,10.5,,7.0, OK,Tulsa
2019,,,7.0,0.064,,22.0,8.7,,7.0, OK,Tulsa
2000,,,,0.084,,,,,, MS,Tupelo
2001,,,,0.081,,,,,, MS,Tupelo
2002,,,,0.08,,,,,, MS,Tupelo
2003,,,,0.076,,,,,, MS,Tupelo
2004,,,,0.069,,,,,, MS,Tupelo
2005,,,,0.076,,,,,, MS,Tupelo
2006,,,,0.076,,,,,, MS,Tupelo
2007,,,,0.073,,,,,, MS,Tupelo
2008,,,,0.068,,,,,, MS,Tupelo
2009,,,,0.063,,,,,, MS,Tupelo
2010,,,,0.068,,,,,, MS,Tupelo
2011,,,,0.064,,,,,, MS,Tupelo
2012,,,,0.067,,,,,, MS,Tupelo
2013,,,,0.061,,,,,, MS,Tupelo
2014,,,,0.059000000000000004,,,,,, MS,Tupelo
2015,,,,0.057999999999999996,,,,,, MS,Tupelo
2016,,,,0.061,,,,,, MS,Tupelo
2017,,,,0.055,,,,,, MS,Tupelo
2018,,,,0.06,,,,,, MS,Tupelo
2019,,,,0.061,,,,,, MS,Tupelo
2000,,,,0.081,,,,,, AL,Tuscaloosa
2001,,,,0.081,,,,,, AL,Tuscaloosa
2002,,,,0.083,,,,,, AL,Tuscaloosa
2003,,,,0.07,,,,,, AL,Tuscaloosa
2004,,,,0.068,,,,,, AL,Tuscaloosa
2005,,,,0.07400000000000001,,,,,, AL,Tuscaloosa
2006,,,,0.077,,,,,, AL,Tuscaloosa
2007,,,,0.08,,,,,, AL,Tuscaloosa
2008,,,,0.068,,,,,, AL,Tuscaloosa
2009,,,,0.055,,,,,, AL,Tuscaloosa
2010,,,,0.06,,,,,, AL,Tuscaloosa
2011,,,,0.06,,,,,, AL,Tuscaloosa
2012,,,,0.057999999999999996,,,,,, AL,Tuscaloosa
2013,,,,0.059000000000000004,,,,,, AL,Tuscaloosa
2014,,,,0.057,,,,,, AL,Tuscaloosa
2015,,,,0.062,,,,,, AL,Tuscaloosa
2016,,,,0.061,,,,,, AL,Tuscaloosa
2017,,,,0.057999999999999996,,,,,, AL,Tuscaloosa
2018,,,,0.063,,,,,, AL,Tuscaloosa
2019,,,,0.06,,,,,, AL,Tuscaloosa
2000,,30.0,6.0,0.087,,,,,, TX,Tyler
2001,,30.0,5.0,0.08199999999999999,,,,,, TX,Tyler
2002,,26.0,5.0,0.084,,,,,, TX,Tyler
2003,,26.0,4.0,0.079,,,,,, TX,Tyler
2004,,25.0,3.0,0.081,,,,,, TX,Tyler
2005,,26.0,5.0,0.083,,,,,, TX,Tyler
2006,,24.0,4.0,0.08199999999999999,,,,,, TX,Tyler
2007,,26.0,4.0,0.077,,,,,, TX,Tyler
2008,,19.0,4.0,0.07200000000000001,,,,,, TX,Tyler
2009,,19.0,4.0,0.075,,,,,, TX,Tyler
2010,,26.0,4.0,0.07200000000000001,,,,,, TX,Tyler
2011,,23.0,4.0,0.078,,,,,, TX,Tyler
2012,,19.0,3.0,0.076,,,,,, TX,Tyler
2013,,17.0,3.0,0.071,,,,,, TX,Tyler
2014,,14.0,3.0,0.066,,,,,, TX,Tyler
2015,,15.0,2.0,0.066,,,,,, TX,Tyler
2016,,17.0,2.0,0.063,,,,,, TX,Tyler
2017,,15.0,2.0,0.063,,,,,, TX,Tyler
2018,,12.0,2.0,0.069,,,,,, TX,Tyler
2019,,14.0,2.0,0.067,,,,,, TX,Tyler
2000,,,,0.053,,19.0,7.2,,, CA,Ukiah
2001,,,,0.052000000000000005,,27.0,8.0,,, CA,Ukiah
2002,,,,0.06,,40.0,9.1,,, CA,Ukiah
2003,,,,0.06,,15.0,7.4,,, CA,Ukiah
2004,,,,0.055,,14.0,7.0,,, CA,Ukiah
2005,,,,0.057,,15.0,6.2,,, CA,Ukiah
2006,,,,0.06,,17.0,6.8,,, CA,Ukiah
2007,,,,0.053,,13.0,4.7,,, CA,Ukiah
2008,,,,0.061,,31.0,7.9,,, CA,Ukiah
2009,,,,0.053,,20.0,11.6,,, CA,Ukiah
2010,,,,0.047,,14.0,6.5,,, CA,Ukiah
2011,,,,0.043,,15.0,7.6,,, CA,Ukiah
2012,,,,0.057,,15.0,4.9,,, CA,Ukiah
2013,,,,0.055,,15.0,5.2,,, CA,Ukiah
2014,,,,0.052000000000000005,,14.0,5.5,,, CA,Ukiah
2015,,,,0.053,,22.0,8.6,,, CA,Ukiah
2016,,,,0.048,,16.0,6.4,,, CA,Ukiah
2017,,,,0.057,,34.0,9.4,,, CA,Ukiah
2018,,,,0.053,,60.0,11.3,,, CA,Ukiah
2019,,,,0.051,,15.0,6.0,,, CA,Ukiah
2000,1.4,26.0,5.0,0.044000000000000004,92.5,11.0,4.6,,10.0, HI,Urban Honolulu
2001,1.5,26.0,5.0,0.042,66.5,10.0,4.5,,9.0, HI,Urban Honolulu
2002,1.6,26.0,5.0,0.043,53.0,9.0,4.4,,10.0, HI,Urban Honolulu
2003,1.1,26.0,5.0,0.038,48.0,10.0,4.5,,12.0, HI,Urban Honolulu
2004,1.0,23.0,5.0,0.046,65.0,8.0,4.0,,15.0, HI,Urban Honolulu
2005,1.1,24.0,5.0,0.042,63.5,10.0,4.2,,19.0, HI,Urban Honolulu
2006,0.9,24.0,5.0,0.04,43.5,9.0,4.1,,11.0, HI,Urban Honolulu
2007,0.8,26.0,5.0,0.033,37.0,8.0,4.0,,14.0, HI,Urban Honolulu
2008,0.9,26.0,4.0,0.040999999999999995,43.0,15.0,5.0,,14.0, HI,Urban Honolulu
2009,1.1,26.0,4.0,0.048,39.5,12.0,5.5,,12.0, HI,Urban Honolulu
2010,0.8,24.0,3.0,0.046,57.5,14.0,5.8,,16.0, HI,Urban Honolulu
2011,0.9,22.0,3.0,0.046,40.5,13.0,6.0,,7.0, HI,Urban Honolulu
2012,0.9,19.0,3.0,0.043,30.5,14.0,6.1,,12.0, HI,Urban Honolulu
2013,1.1,23.0,3.0,0.047,32.0,12.0,4.9,,8.0, HI,Urban Honolulu
2014,1.2,24.0,3.0,0.054000000000000006,32.5,10.0,4.2,,8.0, HI,Urban Honolulu
2015,1.3,24.0,4.0,0.048,35.5,12.0,4.6,,12.0, HI,Urban Honolulu
2016,1.2,29.0,4.0,0.047,34.0,11.0,3.2,,8.0, HI,Urban Honolulu
2017,1.0,33.0,4.0,0.046,33.5,11.0,3.7,,6.0, HI,Urban Honolulu
2018,1.6,27.0,4.0,0.046,28.5,8.0,3.2,,5.0, HI,Urban Honolulu
2019,0.6,28.0,4.0,0.053,28.0,6.0,3.0,,5.0, HI,Urban Honolulu
2000,,,,0.067,,,,,, NY,Utica-Rome
2001,,,,0.076,,,,,, NY,Utica-Rome
2002,,,,0.079,,,,,, NY,Utica-Rome
2003,,,,0.075,,,,,, NY,Utica-Rome
2004,,,,0.064,,,,,, NY,Utica-Rome
2005,,,,0.068,,,,,, NY,Utica-Rome
2006,,,,0.067,,,,,, NY,Utica-Rome
2007,,,,0.075,,,,,, NY,Utica-Rome
2008,,,,0.069,,,,,, NY,Utica-Rome
2009,,,,0.067,,,,,, NY,Utica-Rome
2010,,,,0.065,,,,,, NY,Utica-Rome
2011,,,,0.06,,,,,, NY,Utica-Rome
2012,,,,0.065,,,,,, NY,Utica-Rome
2013,,,,0.061,,,,,, NY,Utica-Rome
2014,,,,0.057,,,,,, NY,Utica-Rome
2015,,,,0.061,,,,,, NY,Utica-Rome
2016,,,,0.071,,,,,, NY,Utica-Rome
2017,,,,0.057,,,,,, NY,Utica-Rome
2018,,,,0.064,,,,,, NY,Utica-Rome
2019,,,,0.048,,,,,, NY,Utica-Rome
2000,,,,,,32.0,15.6,,, GA,Valdosta
2001,,,,,,33.0,13.7,,, GA,Valdosta
2002,,,,,,33.0,11.8,,, GA,Valdosta
2003,,,,,,30.0,11.9,,, GA,Valdosta
2004,,,,,,27.0,12.0,,, GA,Valdosta
2005,,,,,,24.0,12.1,,, GA,Valdosta
2006,,,,,,26.0,12.8,,, GA,Valdosta
2007,,,,,,23.0,11.2,,, GA,Valdosta
2008,,,,,,20.0,9.7,,, GA,Valdosta
2009,,,,,,25.0,9.8,,, GA,Valdosta
2010,,,,,,25.0,10.8,,, GA,Valdosta
2011,,,,,,20.0,9.7,,, GA,Valdosta
2012,,,,,,14.0,8.6,,, GA,Valdosta
2013,,,,,,19.0,8.5,,, GA,Valdosta
2014,,,,,,17.0,9.0,,, GA,Valdosta
2015,,,,,,15.0,7.9,,, GA,Valdosta
2016,,,,,,17.0,7.3,,, GA,Valdosta
2017,,,,,,21.0,8.2,,, GA,Valdosta
2018,,,,,,17.0,6.9,,, GA,Valdosta
2019,,,,,,15.0,7.6,,, GA,Valdosta
2000,5.0,46.0,13.0,0.063,44.0,60.0,11.6,,12.0, CA,Vallejo-Fairfield
2001,4.1,45.0,13.0,0.069,70.0,78.0,12.5,,12.0, CA,Vallejo-Fairfield
2002,3.7,45.0,13.0,0.068,43.0,71.0,14.0,,11.0, CA,Vallejo-Fairfield
2003,2.9,44.0,12.0,0.071,27.0,27.0,9.4,,10.0, CA,Vallejo-Fairfield
2004,3.1,43.0,12.0,0.067,40.0,39.0,11.1,,13.0, CA,Vallejo-Fairfield
2005,3.0,43.0,11.0,0.055999999999999994,32.0,41.0,9.7,,10.0, CA,Vallejo-Fairfield
2006,2.7,43.0,12.0,0.067,46.0,41.0,9.8,,11.0, CA,Vallejo-Fairfield
2007,2.6,43.0,11.0,0.057999999999999996,28.0,40.0,9.8,,9.0, CA,Vallejo-Fairfield
2008,2.0,45.0,10.0,0.068,39.0,41.0,9.9,,8.0, CA,Vallejo-Fairfield
2009,2.2,39.0,10.0,0.067,25.0,37.0,9.7,,7.0, CA,Vallejo-Fairfield
2010,1.9,39.0,9.0,0.065,32.0,26.0,7.7,,7.0, CA,Vallejo-Fairfield
2011,2.4,43.0,10.0,0.065,25.0,31.0,9.8,,5.0, CA,Vallejo-Fairfield
2012,2.1,41.0,9.0,0.062,25.0,21.0,9.0,,4.0, CA,Vallejo-Fairfield
2013,2.0,43.0,10.0,0.057999999999999996,30.0,33.0,9.9,,4.0, CA,Vallejo-Fairfield
2014,2.0,43.0,8.0,0.064,25.0,24.0,9.9,,7.0, CA,Vallejo-Fairfield
2015,1.8,38.0,8.0,0.066,30.0,31.0,9.6,,4.0, CA,Vallejo-Fairfield
2016,1.8,36.0,7.0,0.063,23.0,19.0,7.4,,5.0, CA,Vallejo-Fairfield
2017,1.9,42.0,8.0,0.06,51.0,42.0,11.6,,4.0, CA,Vallejo-Fairfield
2018,2.1,41.0,8.0,0.053,105.0,83.0,13.3,,4.0, CA,Vallejo-Fairfield
2019,1.5,41.0,7.0,0.059000000000000004,35.0,19.0,8.6,,4.0, CA,Vallejo-Fairfield
2000,,,,0.079,,,,,, TX,Victoria
2001,,,,0.073,,,,,, TX,Victoria
2002,,,,0.078,,,,,, TX,Victoria
2003,,,,0.084,,,,,, TX,Victoria
2004,,,,0.075,,,,,, TX,Victoria
2005,,,,0.071,,,,,, TX,Victoria
2006,,,,0.071,,,,,, TX,Victoria
2007,,,,0.066,,,,,, TX,Victoria
2008,,,,0.062,,,,,, TX,Victoria
2009,,,,0.068,,,,,, TX,Victoria
2010,,,,0.069,,,,,, TX,Victoria
2011,,,,0.07400000000000001,,,,,, TX,Victoria
2012,,,,0.066,,,,,, TX,Victoria
2013,,,,0.062,,,,,, TX,Victoria
2014,,,,0.062,,,,,, TX,Victoria
2015,,,,0.07,,,,,, TX,Victoria
2016,,,,0.064,,,,,, TX,Victoria
2017,,,,0.063,,,,,, TX,Victoria
2018,,,,0.066,,,,,, TX,Victoria
2019,,,,0.062,,,,,, TX,Victoria
2000,,,,0.094,,,,,, NJ,Vineland-Bridgeton
2001,,,,0.10099999999999999,,,,,, NJ,Vineland-Bridgeton
2002,,,,0.10099999999999999,,,,,, NJ,Vineland-Bridgeton
2003,,,,0.085,,,,,, NJ,Vineland-Bridgeton
2004,,,,0.083,,,,,, NJ,Vineland-Bridgeton
2005,,,,0.085,,,,,, NJ,Vineland-Bridgeton
2006,,,,0.083,,,,,, NJ,Vineland-Bridgeton
2007,,,,0.083,,,,,, NJ,Vineland-Bridgeton
2008,,,,0.079,,,,,, NJ,Vineland-Bridgeton
2009,,,,0.07200000000000001,,,,,, NJ,Vineland-Bridgeton
2010,,,,0.077,,,,,, NJ,Vineland-Bridgeton
2011,,,,0.066,,,,,, NJ,Vineland-Bridgeton
2012,,,,0.084,,,,,, NJ,Vineland-Bridgeton
2013,,,,0.061,,,,,, NJ,Vineland-Bridgeton
2014,,,,0.067,,,,,, NJ,Vineland-Bridgeton
2015,,,,0.068,,,,,, NJ,Vineland-Bridgeton
2016,,,,0.069,,,,,, NJ,Vineland-Bridgeton
2017,,,,0.063,,,,,, NJ,Vineland-Bridgeton
2018,,,,0.063,,,,,, NJ,Vineland-Bridgeton
2019,,,,0.068,,,,,, NJ,Vineland-Bridgeton
2000,,,,0.083,39.0,29.0,13.5,,, VA-NC,Virginia Beach-Norfolk-Newport News
2001,,,,0.08,34.0,30.0,13.2,,, VA-NC,Virginia Beach-Norfolk-Newport News
2002,,,,0.095,38.0,35.0,12.5,,, VA-NC,Virginia Beach-Norfolk-Newport News
2003,,,,0.081,31.0,32.0,12.8,,, VA-NC,Virginia Beach-Norfolk-Newport News
2004,,,,0.075,33.0,28.0,12.6,,, VA-NC,Virginia Beach-Norfolk-Newport News
2005,,,,0.078,37.0,30.0,13.0,,, VA-NC,Virginia Beach-Norfolk-Newport News
2006,,,,0.07400000000000001,39.0,32.0,12.5,,, VA-NC,Virginia Beach-Norfolk-Newport News
2007,,,,0.077,36.0,28.0,11.3,,, VA-NC,Virginia Beach-Norfolk-Newport News
2008,,,,0.078,69.0,49.0,12.7,,, VA-NC,Virginia Beach-Norfolk-Newport News
2009,,,,0.065,35.0,19.0,9.3,,, VA-NC,Virginia Beach-Norfolk-Newport News
2010,,,,0.07400000000000001,37.0,23.0,10.0,,, VA-NC,Virginia Beach-Norfolk-Newport News
2011,,,,0.075,58.0,32.0,10.1,,, VA-NC,Virginia Beach-Norfolk-Newport News
2012,,,,0.069,32.0,22.0,8.2,,, VA-NC,Virginia Beach-Norfolk-Newport News
2013,,,,0.065,21.0,17.0,7.6,,, VA-NC,Virginia Beach-Norfolk-Newport News
2014,,,,0.061,23.0,18.0,8.0,,, VA-NC,Virginia Beach-Norfolk-Newport News
2015,,,,0.061,24.0,18.0,7.8,,, VA-NC,Virginia Beach-Norfolk-Newport News
2016,,,,0.062,22.0,14.0,6.6,,, VA-NC,Virginia Beach-Norfolk-Newport News
2017,,,,0.059000000000000004,20.0,13.0,6.9,,, VA-NC,Virginia Beach-Norfolk-Newport News
2018,,,,0.061,20.0,14.0,6.6,,, VA-NC,Virginia Beach-Norfolk-Newport News
2019,,,,0.059000000000000004,20.0,17.0,6.9,,, VA-NC,Virginia Beach-Norfolk-Newport News
2000,,66.0,18.0,0.098,,103.0,23.9,,, CA,Visalia-Porterville
2001,,66.0,18.0,0.1,,96.0,22.5,,, CA,Visalia-Porterville
2002,,81.0,19.0,0.106,,70.0,23.2,,, CA,Visalia-Porterville
2003,,74.0,18.0,0.102,,47.0,18.2,,, CA,Visalia-Porterville
2004,,62.0,16.0,0.094,,54.0,17.0,,, CA,Visalia-Porterville
2005,,60.0,16.0,0.1,,65.0,18.8,,, CA,Visalia-Porterville
2006,,57.0,14.0,0.098,,50.0,18.8,,, CA,Visalia-Porterville
2007,,59.0,15.0,0.092,,60.0,20.4,,, CA,Visalia-Porterville
2008,,68.0,14.0,0.106,,62.0,19.8,,, CA,Visalia-Porterville
2009,,57.0,15.0,0.09,,54.0,16.0,,, CA,Visalia-Porterville
2010,,56.0,13.0,0.08900000000000001,,36.0,13.6,,, CA,Visalia-Porterville
2011,,50.0,12.0,0.085,,51.0,16.1,,, CA,Visalia-Porterville
2012,,53.0,12.0,0.09,,54.0,14.8,,, CA,Visalia-Porterville
2013,,53.0,13.0,0.084,,63.0,18.9,,, CA,Visalia-Porterville
2014,,54.0,10.0,0.084,,75.0,17.9,,, CA,Visalia-Porterville
2015,,46.0,10.0,0.086,,46.0,16.1,,, CA,Visalia-Porterville
2016,,51.0,9.0,0.085,,41.0,14.7,,, CA,Visalia-Porterville
2017,,56.0,11.0,0.087,,75.0,16.3,,, CA,Visalia-Porterville
2018,,53.0,11.0,0.08900000000000001,,63.0,17.3,,, CA,Visalia-Porterville
2019,,55.0,10.0,0.078,,46.0,12.9,,, CA,Visalia-Porterville
2000,,,,0.08,,,,,, SC,Walterboro
2001,,,,0.078,,,,,, SC,Walterboro
2002,,,,0.085,,,,,, SC,Walterboro
2003,,,,0.069,,,,,, SC,Walterboro
2004,,,,0.071,,,,,, SC,Walterboro
2005,,,,0.07200000000000001,,,,,, SC,Walterboro
2006,,,,0.078,,,,,, SC,Walterboro
2007,,,,0.07200000000000001,,,,,, SC,Walterboro
2008,,,,0.07,,,,,, SC,Walterboro
2009,,,,0.06,,,,,, SC,Walterboro
2010,,,,0.069,,,,,, SC,Walterboro
2011,,,,0.063,,,,,, SC,Walterboro
2012,,,,0.057,,,,,, SC,Walterboro
2013,,,,0.05,,,,,, SC,Walterboro
2014,,,,0.059000000000000004,,,,,, SC,Walterboro
2015,,,,0.054000000000000006,,,,,, SC,Walterboro
2016,,,,0.057,,,,,, SC,Walterboro
2017,,,,0.055999999999999994,,,,,, SC,Walterboro
2018,,,,0.055999999999999994,,,,,, SC,Walterboro
2019,,,,0.055999999999999994,,,,,, SC,Walterboro
2000,,,,,,27.0,12.4,,, GA,Warner Robins
2001,,,,,,27.0,12.4,,, GA,Warner Robins
2002,,,,,,27.0,12.4,,, GA,Warner Robins
2003,,,,,,26.0,13.0,,, GA,Warner Robins
2004,,,,,,34.0,14.4,,, GA,Warner Robins
2005,,,,,,28.0,13.9,,, GA,Warner Robins
2006,,,,,,26.0,14.5,,, GA,Warner Robins
2007,,,,,,43.0,15.4,,, GA,Warner Robins
2008,,,,,,27.0,11.7,,, GA,Warner Robins
2009,,,,,,24.0,10.4,,, GA,Warner Robins
2010,,,,,,26.0,12.2,,, GA,Warner Robins
2011,,,,,,23.0,11.4,,, GA,Warner Robins
2012,,,,,,19.0,9.5,,, GA,Warner Robins
2013,,,,,,18.0,8.7,,, GA,Warner Robins
2014,,,,,,20.0,9.4,,, GA,Warner Robins
2015,,,,,,18.0,8.6,,, GA,Warner Robins
2016,,,,,,19.0,7.9,,, GA,Warner Robins
2017,,,,,,16.0,8.3,,, GA,Warner Robins
2018,,,,,,20.0,8.8,,, GA,Warner Robins
2019,,,,,,19.0,9.5,,, GA,Warner Robins
2000,,,,,,,,,207.0, PA,Warren
2001,,,,,,,,,241.0, PA,Warren
2002,,,,,,,,,306.0, PA,Warren
2003,,,,,,,,,262.0, PA,Warren
2004,,,,,,,,,190.0, PA,Warren
2005,,,,,,,,,254.0, PA,Warren
2006,,,,,,,,,235.0, PA,Warren
2007,,,,,,,,,153.0, PA,Warren
2008,,,,,,,,,146.0, PA,Warren
2009,,,,,,,,,113.0, PA,Warren
2010,,,,,,,,,109.0, PA,Warren
2011,,,,,,,,,94.0, PA,Warren
2012,,,,,,,,,109.0, PA,Warren
2013,,,,,,,,,123.0, PA,Warren
2014,,,,,,,,,118.0, PA,Warren
2015,,,,,,,,,114.0, PA,Warren
2016,,,,,,,,,73.0, PA,Warren
2017,,,,,,,,,32.0, PA,Warren
2018,,,,,,,,,30.0, PA,Warren
2019,,,,,,,,,31.0, PA,Warren
2000,,,,,,,,,120.0, IN,Washington
2001,,,,,,,,,119.0, IN,Washington
2002,,,,,,,,,119.0, IN,Washington
2003,,,,,,,,,107.0, IN,Washington
2004,,,,,,,,,131.0, IN,Washington
2005,,,,,,,,,91.0, IN,Washington
2006,,,,,,,,,135.0, IN,Washington
2007,,,,,,,,,112.0, IN,Washington
2008,,,,,,,,,122.0, IN,Washington
2009,,,,,,,,,138.0, IN,Washington
2010,,,,,,,,,115.0, IN,Washington
2011,,,,,,,,,100.0, IN,Washington
2012,,,,,,,,,78.0, IN,Washington
2013,,,,,,,,,150.0, IN,Washington
2014,,,,,,,,,107.0, IN,Washington
