Year,CO,NO2,NO2,O3,PM10,PM2.5,PM2.5,Pb,SO2,State,City
2005,,,,0.07200000000000001,,16.0,7.3,,, AZ,Sierra Vista-Douglas
2006,,,,0.07400000000000001,,14.0,6.8,,, AZ,Sierra Vista-Douglas
2007,,,,0.067,,11.0,6.4,,, AZ,Sierra Vista-Douglas
2008,,,,0.068,,14.0,7.0,,, AZ,Sierra Vista-Douglas
2009,,,,0.065,,14.0,7.6,,, AZ,Sierra Vista-Douglas
2010,,,,0.071,,14.0,6.8,,, AZ,Sierra Vista-Douglas
2011,,,,0.075,,13.0,6.5,,, AZ,Sierra Vista-Douglas
2012,,,,0.07400000000000001,,12.0,6.7,,, AZ,Sierra Vista-Douglas
2013,,,,0.07200000000000001,,12.0,6.9,,, AZ,Sierra Vista-Douglas
2014,,,,0.068,,16.0,7.2,,, AZ,Sierra Vista-Douglas
2015,,,,0.065,,11.0,5.2,,, AZ,Sierra Vista-Douglas
2016,,,,0.064,,9.0,3.8,,, AZ,Sierra Vista-Douglas
2017,,,,0.067,,14.0,5.8,,, AZ,Sierra Vista-Douglas
2018,,,,0.067,,12.0,5.6,,, AZ,Sierra Vista-Douglas
2019,,,,0.066,,10.0,5.1,,, AZ,Sierra Vista-Douglas
2000,,,,0.087,,,,,, KY,Somerset
2001,,,,0.077,,,,,, KY,Somerset
2002,,,,0.081,,,,,, KY,Somerset
2003,,,,0.075,,,,,, KY,Somerset
2004,,,,0.066,,,,,, KY,Somerset
2005,,,,0.075,,,,,, KY,Somerset
2006,,,,0.064,,,,,, KY,Somerset
2007,,,,0.076,,,,,, KY,Somerset
2008,,,,0.066,,,,,, KY,Somerset
2009,,,,0.061,,,,,, KY,Somerset
2010,,,,0.066,,,,,, KY,Somerset
2011,,,,0.067,,,,,, KY,Somerset
2012,,,,0.075,,,,,, KY,Somerset
2013,,,,0.061,,,,,, KY,Somerset
2014,,,,0.063,,,,,, KY,Somerset
2015,,,,0.062,,,,,, KY,Somerset
2016,,,,0.063,,,,,, KY,Somerset
2017,,,,0.059000000000000004,,,,,, KY,Somerset
2018,,,,0.06,,,,,, KY,Somerset
2019,,,,0.057,,,,,, KY,Somerset
2000,,,,0.085,,,,,, CA,Sonora
2001,,,,0.079,,,,,, CA,Sonora
2002,,,,0.09,,,,,, CA,Sonora
2003,,,,0.087,,,,,, CA,Sonora
2004,,,,0.075,,,,,, CA,Sonora
2005,,,,0.081,,,,,, CA,Sonora
2006,,,,0.079,,,,,, CA,Sonora
2007,,,,0.084,,,,,, CA,Sonora
2008,,,,0.098,,,,,, CA,Sonora
2009,,,,0.077,,,,,, CA,Sonora
2010,,,,0.07200000000000001,,,,,, CA,Sonora
2011,,,,0.07400000000000001,,,,,, CA,Sonora
2012,,,,0.075,,,,,, CA,Sonora
2013,,,,0.07,,,,,, CA,Sonora
2014,,,,0.075,,,,,, CA,Sonora
2015,,,,0.076,,,,,, CA,Sonora
2016,,,,0.08800000000000001,,,,,, CA,Sonora
2017,,,,0.077,,,,,, CA,Sonora
2018,,,,0.084,,,,,, CA,Sonora
2019,,,,0.069,,,,,, CA,Sonora
2000,,,,0.079,,,,,, IN-MI,South Bend-Mishawaka
2001,,,,0.08,,,,,, IN-MI,South Bend-Mishawaka
2002,,,,0.092,,,,,, IN-MI,South Bend-Mishawaka
2003,,,,0.081,,,,,, IN-MI,South Bend-Mishawaka
2004,,,,0.073,,,,,, IN-MI,South Bend-Mishawaka
2005,,,,0.078,,,,,, IN-MI,South Bend-Mishawaka
2006,,,,0.07,,,,,, IN-MI,South Bend-Mishawaka
2007,,,,0.075,,,,,, IN-MI,South Bend-Mishawaka
2008,,,,0.063,,,,,, IN-MI,South Bend-Mishawaka
2009,,,,0.06,,,,,, IN-MI,South Bend-Mishawaka
2010,,,,0.06,,,,,, IN-MI,South Bend-Mishawaka
2011,,,,0.064,,,,,, IN-MI,South Bend-Mishawaka
2012,,,,0.07,,,,,, IN-MI,South Bend-Mishawaka
2013,,,,0.057,,,,,, IN-MI,South Bend-Mishawaka
2014,,,,0.059000000000000004,,,,,, IN-MI,South Bend-Mishawaka
2015,,,,0.057999999999999996,,,,,, IN-MI,South Bend-Mishawaka
2016,,,,0.069,,,,,, IN-MI,South Bend-Mishawaka
2017,,,,0.068,,,,,, IN-MI,South Bend-Mishawaka
2018,,,,0.069,,,,,, IN-MI,South Bend-Mishawaka
2019,,,,0.061,,,,,, IN-MI,South Bend-Mishawaka
2000,,,,0.08900000000000001,,,,,, SC,Spartanburg
2001,,,,0.09,,,,,, SC,Spartanburg
2002,,,,0.09300000000000001,,,,,, SC,Spartanburg
2003,,,,0.079,,,,,, SC,Spartanburg
2004,,,,0.08199999999999999,,,,,, SC,Spartanburg
2005,,,,0.08199999999999999,,,,,, SC,Spartanburg
2006,,,,0.085,,,,,, SC,Spartanburg
2007,,,,0.083,,,,,, SC,Spartanburg
2008,,,,0.085,,,,,, SC,Spartanburg
2009,,,,0.067,,,,,, SC,Spartanburg
2010,,,,0.076,,,,,, SC,Spartanburg
2011,,,,0.081,,,,,, SC,Spartanburg
2012,,,,0.063,,,,,, SC,Spartanburg
2013,,,,0.065,,,,,, SC,Spartanburg
2014,,,,0.065,,,,,, SC,Spartanburg
2015,,,,0.067,,,,,, SC,Spartanburg
2016,,,,0.069,,,,,, SC,Spartanburg
2017,,,,0.064,,,,,, SC,Spartanburg
2018,,,,0.062,,,,,, SC,Spartanburg
2019,,,,0.068,,,,,, SC,Spartanburg
2000,,,,0.065,,,,,, WA,Spokane-Spokane Valley
2001,,,,0.069,,,,,, WA,Spokane-Spokane Valley
2002,,,,0.065,,,,,, WA,Spokane-Spokane Valley
2003,,,,0.07400000000000001,,,,,, WA,Spokane-Spokane Valley
2004,,,,0.065,,,,,, WA,Spokane-Spokane Valley
2005,,,,0.063,,,,,, WA,Spokane-Spokane Valley
2006,,,,0.066,,,,,, WA,Spokane-Spokane Valley
2007,,,,0.064,,,,,, WA,Spokane-Spokane Valley
2008,,,,0.057999999999999996,,,,,, WA,Spokane-Spokane Valley
2009,,,,0.057,,,,,, WA,Spokane-Spokane Valley
2010,,,,0.057999999999999996,,,,,, WA,Spokane-Spokane Valley
2011,,,,0.055999999999999994,,,,,, WA,Spokane-Spokane Valley
2012,,,,0.063,,,,,, WA,Spokane-Spokane Valley
2013,,,,0.062,,,,,, WA,Spokane-Spokane Valley
2014,,,,0.06,,,,,, WA,Spokane-Spokane Valley
2015,,,,0.065,,,,,, WA,Spokane-Spokane Valley
2016,,,,0.055,,,,,, WA,Spokane-Spokane Valley
2017,,,,0.067,,,,,, WA,Spokane-Spokane Valley
2018,,,,0.068,,,,,, WA,Spokane-Spokane Valley
2019,,,,0.055999999999999994,,,,,, WA,Spokane-Spokane Valley
2000,4.0,57.0,14.0,0.08,,33.0,12.0,,38.0, MA,Springfield
2001,2.9,57.0,15.0,0.092,,35.0,12.5,,35.0, MA,Springfield
2002,3.3,51.0,15.0,0.102,,41.0,12.4,,30.0, MA,Springfield
2003,3.0,50.0,13.0,0.079,,36.0,11.6,,34.0, MA,Springfield
2004,3.1,45.0,10.0,0.081,,28.0,10.8,,32.0, MA,Springfield
2005,2.6,43.0,10.0,0.09,,28.0,11.6,,37.0, MA,Springfield
2006,2.4,40.0,9.0,0.08800000000000001,,32.0,10.1,,24.0, MA,Springfield
2007,1.3,40.0,9.0,0.09300000000000001,,29.0,11.0,,24.0, MA,Springfield
2008,2.5,42.0,10.0,0.079,,27.0,10.0,,20.0, MA,Springfield
2009,1.8,39.0,9.0,0.076,,26.0,8.6,,20.0, MA,Springfield
2010,1.7,36.0,8.0,0.075,,25.0,8.5,,9.0, MA,Springfield
2011,3.0,47.0,9.0,0.07,,24.0,8.8,,15.0, MA,Springfield
2012,1.5,31.0,8.0,0.075,,19.0,8.3,,10.0, MA,Springfield
2013,1.3,37.0,8.0,0.07,,18.0,7.4,,9.0, MA,Springfield
2014,0.9,33.0,8.0,0.067,,17.0,6.0,,6.0, MA,Springfield
2015,1.2,40.0,8.0,0.071,,18.0,6.9,,5.0, MA,Springfield
2016,1.5,35.0,7.0,0.07400000000000001,,15.0,5.9,,4.0, MA,Springfield
2017,1.0,34.0,7.0,0.071,,15.0,6.0,,3.0, MA,Springfield
2018,1.0,35.0,7.0,0.068,,16.0,5.9,,3.0, MA,Springfield
2019,1.0,32.0,6.0,0.066,,15.0,5.9,,3.0, MA,Springfield
2000,,,,0.07400000000000001,,,,,, MO,Springfield
2001,,,,0.071,,,,,, MO,Springfield
2002,,,,0.07400000000000001,,,,,, MO,Springfield
2003,,,,0.07200000000000001,,,,,, MO,Springfield
2004,,,,0.064,,,,,, MO,Springfield
2005,,,,0.077,,,,,, MO,Springfield
2006,,,,0.07400000000000001,,,,,, MO,Springfield
2007,,,,0.08,,,,,, MO,Springfield
2008,,,,0.067,,,,,, MO,Springfield
2009,,,,0.062,,,,,, MO,Springfield
2010,,,,0.066,,,,,, MO,Springfield
2011,,,,0.073,,,,,, MO,Springfield
2012,,,,0.075,,,,,, MO,Springfield
2013,,,,0.062,,,,,, MO,Springfield
2014,,,,0.06,,,,,, MO,Springfield
2015,,,,0.061,,,,,, MO,Springfield
2016,,,,0.057999999999999996,,,,,, MO,Springfield
2017,,,,0.061,,,,,, MO,Springfield
2018,,,,0.064,,,,,, MO,Springfield
2019,,,,0.059000000000000004,,,,,, MO,Springfield
2000,,,,0.087,,37.0,14.8,,45.0, OH,Springfield
2001,,,,0.083,,37.0,14.8,,44.0, OH,Springfield
2002,,,,0.09699999999999999,,34.0,15.1,,43.0, OH,Springfield
2003,,,,0.083,,31.0,14.1,,47.0, OH,Springfield
2004,,,,0.076,,32.0,13.5,,42.0, OH,Springfield
2005,,,,0.084,,42.0,16.7,,50.0, OH,Springfield
2006,,,,0.075,,31.0,13.1,,39.0, OH,Springfield
2007,,,,0.078,,37.0,14.6,,31.0, OH,Springfield
2008,,,,0.075,,29.0,12.7,,24.0, OH,Springfield
2009,,,,0.07200000000000001,,26.0,12.4,,27.0, OH,Springfield
2010,,,,0.075,,30.0,13.1,,28.0, OH,Springfield
2011,,,,0.077,,28.0,12.3,,22.0, OH,Springfield
2012,,,,0.076,,22.0,10.4,,18.0, OH,Springfield
2013,,,,0.069,,24.0,10.1,,17.0, OH,Springfield
2014,,,,0.065,,25.0,10.0,,19.0, OH,Springfield
2015,,,,0.07,,20.0,8.9,,13.0, OH,Springfield
2016,,,,0.071,,17.0,8.4,,6.0, OH,Springfield
2017,,,,0.068,,20.0,8.1,,4.0, OH,Springfield
2018,,,,0.07,,24.0,9.6,,4.0, OH,Springfield
2019,,,,0.065,,22.0,9.8,,3.0, OH,Springfield
2000,,,,,,26.0,10.8,,, MN,St. Cloud
2001,,,,,,26.0,10.8,,, MN,St. Cloud
2002,,,,,,24.0,9.2,,, MN,St. Cloud
2003,,,,,,23.0,8.9,,, MN,St. Cloud
2004,,,,,,27.0,8.2,,, MN,St. Cloud
2005,,,,,,25.0,9.3,,, MN,St. Cloud
2006,,,,,,18.0,7.9,,, MN,St. Cloud
2007,,,,,,20.0,8.3,,, MN,St. Cloud
2008,,,,,,23.0,8.9,,, MN,St. Cloud
2009,,,,,,28.0,8.7,,, MN,St. Cloud
2010,,,,,,28.0,8.2,,, MN,St. Cloud
2011,,,,,,25.0,8.9,,, MN,St. Cloud
2012,,,,,,20.0,8.4,,, MN,St. Cloud
2013,,,,,,22.0,6.4,,, MN,St. Cloud
2014,,,,,,19.0,6.2,,, MN,St. Cloud
2015,,,,,,17.0,5.8,,, MN,St. Cloud
2016,,,,,,16.0,5.6,,, MN,St. Cloud
2017,,,,,,15.0,5.8,,, MN,St. Cloud
2018,,,,,,18.0,6.5,,, MN,St. Cloud
2019,,,,,,18.0,5.7,,, MN,St. Cloud
2000,2.7,63.0,20.0,0.08199999999999999,,35.0,15.6,1.01,82.0, MO-IL,St. Louis
2001,2.7,60.0,20.0,0.08,,34.0,15.0,2.07,105.0, MO-IL,St. Louis
2002,2.6,60.0,19.0,0.09300000000000001,,37.0,15.3,0.6,81.0, MO-IL,St. Louis
2003,2.4,58.0,18.0,0.085,,33.0,14.3,0.38,87.0, MO-IL,St. Louis
2004,2.5,54.0,17.0,0.07400000000000001,,28.0,13.1,0.92,57.0, MO-IL,St. Louis
2005,2.2,54.0,15.0,0.08800000000000001,,39.0,16.0,0.29,88.0, MO-IL,St. Louis
2006,2.4,62.0,15.0,0.08,,30.0,13.2,0.29,51.0, MO-IL,St. Louis
2007,1.6,54.0,15.0,0.08199999999999999,,32.0,14.0,0.4,45.0, MO-IL,St. Louis
2008,2.2,48.0,14.0,0.069,,29.0,12.6,0.39,42.0, MO-IL,St. Louis
2009,1.6,50.0,13.0,0.069,,25.0,11.7,0.35,33.0, MO-IL,St. Louis
2010,1.5,48.0,12.0,0.075,,26.0,12.5,0.32,37.0, MO-IL,St. Louis
2011,1.3,46.0,11.0,0.078,,26.0,11.8,0.26,22.0, MO-IL,St. Louis
2012,1.5,46.0,13.0,0.085,,22.0,9.8,0.32,25.0, MO-IL,St. Louis
2013,1.0,47.0,11.0,0.07,,23.0,10.9,0.2,19.0, MO-IL,St. Louis
2014,1.4,43.0,11.0,0.069,,27.0,10.7,0.1,22.0, MO-IL,St. Louis
2015,1.2,43.0,10.0,0.067,,25.0,10.8,0.04,16.0, MO-IL,St. Louis
2016,1.0,40.0,10.0,0.073,,20.0,8.3,0.04,14.0, MO-IL,St. Louis
2017,1.2,39.0,9.0,0.068,,18.0,7.9,0.03,9.0, MO-IL,St. Louis
2018,1.4,43.0,10.0,0.07200000000000001,,20.0,8.9,0.07,12.0, MO-IL,St. Louis
2019,1.0,43.0,9.0,0.066,,22.0,9.0,0.07,10.0, MO-IL,St. Louis
2000,,,8.0,0.079,,41.0,13.7,,, PA,State College
2001,,,8.0,0.086,,41.0,13.7,,, PA,State College
2002,,,8.0,0.09,,36.0,11.8,,, PA,State College
2003,,,9.0,0.08199999999999999,,35.0,13.6,,, PA,State College
2004,,,9.0,0.07400000000000001,,38.0,13.3,,, PA,State College
2005,,,10.0,0.083,,40.0,13.4,,, PA,State College
2006,,,8.0,0.078,,32.0,11.4,,, PA,State College
2007,,,7.0,0.07400000000000001,,33.0,11.9,,, PA,State College
2008,,,6.0,0.07400000000000001,,30.0,10.8,,, PA,State College
2009,,,6.0,0.064,,23.0,9.4,,, PA,State College
2010,,,5.0,0.073,,26.0,9.1,,, PA,State College
2011,,,5.0,0.073,,29.0,9.5,,, PA,State College
2012,,,5.0,0.075,,23.0,9.8,,, PA,State College
2013,,,5.0,0.063,,21.0,8.6,,, PA,State College
2014,,,5.0,0.063,,20.0,8.7,,, PA,State College
2015,,,7.0,0.064,,21.0,8.4,,, PA,State College
2016,,,5.0,0.063,,17.0,7.2,,, PA,State College
2017,,,4.0,0.061,,22.0,8.5,,, PA,State College
2018,,,2.0,0.064,,23.0,8.7,,, PA,State College
2019,,,3.0,0.057999999999999996,,25.0,9.8,,, PA,State College
2000,,,,,96.0,,,,, CO,Steamboat Springs
2001,,,,,79.0,,,,, CO,Steamboat Springs
2002,,,,,98.0,,,,, CO,Steamboat Springs
2003,,,,,101.0,,,,, CO,Steamboat Springs
2004,,,,,81.0,,,,, CO,Steamboat Springs
2005,,,,,83.0,,,,, CO,Steamboat Springs
2006,,,,,79.0,,,,, CO,Steamboat Springs
2007,,,,,90.0,,,,, CO,Steamboat Springs
2008,,,,,111.0,,,,, CO,Steamboat Springs
2009,,,,,82.0,,,,, CO,Steamboat Springs
2010,,,,,90.0,,,,, CO,Steamboat Springs
2011,,,,,79.0,,,,, CO,Steamboat Springs
2012,,,,,93.0,,,,, CO,Steamboat Springs
2013,,,,,77.0,,,,, CO,Steamboat Springs
2014,,,,,81.0,,,,, CO,Steamboat Springs
2015,,,,,68.0,,,,, CO,Steamboat Springs
2016,,,,,73.0,,,,, CO,Steamboat Springs
2017,,,,,76.0,,,,, CO,Steamboat Springs
2018,,,,,53.0,,,,, CO,Steamboat Springs
2019,,,,,73.0,,,,, CO,Steamboat Springs
2000,,68.0,21.0,0.076,86.0,55.0,15.5,,, CA,Stockton-Lodi
2001,,68.0,19.0,0.076,97.0,58.0,13.9,,, CA,Stockton-Lodi
2002,,64.0,21.0,0.07400000000000001,78.0,50.0,16.7,,, CA,Stockton-Lodi
2003,,65.0,18.0,0.075,63.0,41.0,13.6,,, CA,Stockton-Lodi
2004,,54.0,17.0,0.073,56.0,36.0,13.2,,, CA,Stockton-Lodi
2005,,58.0,17.0,0.073,76.0,44.0,12.5,,, CA,Stockton-Lodi
2006,,60.0,18.0,0.083,80.0,42.0,13.1,,, CA,Stockton-Lodi
2007,,56.0,16.0,0.075,68.0,48.0,12.9,,, CA,Stockton-Lodi
2008,,63.0,17.0,0.077,83.0,62.0,14.4,,, CA,Stockton-Lodi
2009,,54.0,15.0,0.07,57.0,40.0,11.3,,, CA,Stockton-Lodi
2010,,49.0,14.0,0.07,49.0,30.0,10.6,,, CA,Stockton-Lodi
2011,,51.0,15.0,0.066,53.0,45.0,11.3,,, CA,Stockton-Lodi
2012,,52.0,14.0,0.07200000000000001,58.0,34.0,12.4,,, CA,Stockton-Lodi
2013,,57.0,16.0,0.064,69.0,56.0,17.7,,, CA,Stockton-Lodi
2014,,54.0,13.0,0.071,67.0,45.0,12.1,,, CA,Stockton-Lodi
2015,,48.0,12.0,0.069,51.0,39.0,12.8,,, CA,Stockton-Lodi
2016,,45.0,12.0,0.066,54.0,32.0,11.8,,, CA,Stockton-Lodi
2017,,52.0,11.0,0.065,86.0,44.0,12.1,,, CA,Stockton-Lodi
2018,,58.0,12.0,0.068,173.0,92.0,17.6,,, CA,Stockton-Lodi
2019,,58.0,12.0,0.065,68.0,33.0,9.3,,, CA,Stockton-Lodi
2000,,,,0.07400000000000001,,24.0,11.0,,26.0, NY,Syracuse
2001,,,,0.085,,36.0,10.5,,19.0, NY,Syracuse
2002,,,,0.091,,39.0,11.1,,16.0, NY,Syracuse
2003,,,,0.081,,23.0,9.9,,20.0, NY,Syracuse
2004,,,,0.066,,25.0,10.0,,22.0, NY,Syracuse
2005,,,,0.077,,35.0,11.5,,19.0, NY,Syracuse
2006,,,,0.071,,19.0,8.3,,16.0, NY,Syracuse
2007,,,,0.081,,21.0,8.2,,16.0, NY,Syracuse
2008,,,,0.07,,22.0,8.2,,13.0, NY,Syracuse
2009,,,,0.061,,21.0,7.6,,14.0, NY,Syracuse
2010,,,,0.073,,23.0,7.6,,10.0, NY,Syracuse
2011,,,,0.069,,24.0,8.1,,9.0, NY,Syracuse
2012,,,,0.07400000000000001,,16.0,7.2,,7.0, NY,Syracuse
2013,,,,0.065,,16.0,6.4,,5.0, NY,Syracuse
2014,,,,0.063,,16.0,6.5,,5.0, NY,Syracuse
2015,,,,0.063,,17.0,6.3,,4.0, NY,Syracuse
2016,,,,0.067,,12.0,5.0,,3.0, NY,Syracuse
2017,,,,0.064,,13.0,5.3,,2.0, NY,Syracuse
2018,,,,0.066,,16.0,5.1,,2.0, NY,Syracuse
2019,,,,0.057999999999999996,,15.0,6.1,,1.0, NY,Syracuse
2000,,,,0.08800000000000001,,,,,, OK,Tahlequah
2001,,,,0.075,,,,,, OK,Tahlequah
2002,,,,0.077,,,,,, OK,Tahlequah
2003,,,,0.078,,,,,, OK,Tahlequah
2004,,,,0.07400000000000001,,,,,, OK,Tahlequah
2005,,,,0.075,,,,,, OK,Tahlequah
2006,,,,0.081,,,,,, OK,Tahlequah
2007,,,,0.07200000000000001,,,,,, OK,Tahlequah
2008,,,,0.067,,,,,, OK,Tahlequah
2009,,,,0.067,,,,,, OK,Tahlequah
2010,,,,0.071,,,,,, OK,Tahlequah
2011,,,,0.077,,,,,, OK,Tahlequah
2012,,,,0.08,,,,,, OK,Tahlequah
2013,,,,0.065,,,,,, OK,Tahlequah
2014,,,,0.061,,,,,, OK,Tahlequah
2015,,,,0.061,,,,,, OK,Tahlequah
2016,,,,0.057999999999999996,,,,,, OK,Tahlequah
2017,,,,0.059000000000000004,,,,,, OK,Tahlequah
2018,,,,0.059000000000000004,,,,,, OK,Tahlequah
2019,,,,0.059000000000000004,,,,,, OK,Tahlequah
2000,,,,,,45.0,18.2,,, AL,Talladega-Sylacauga
2001,,,,,,31.0,14.6,,, AL,Talladega-Sylacauga
2002,,,,,,30.0,14.1,,, AL,Talladega-Sylacauga
2003,,,,,,31.0,15.4,,, AL,Talladega-Sylacauga
2004,,,,,,35.0,13.9,,, AL,Talladega-Sylacauga
2005,,,,,,34.0,14.2,,, AL,Talladega-Sylacauga
2006,,,,,,34.0,14.3,,, AL,Talladega-Sylacauga
2007,,,,,,35.0,14.3,,, AL,Talladega-Sylacauga
2008,,,,,,29.0,12.1,,, AL,Talladega-Sylacauga
2009,,,,,,24.0,11.5,,, AL,Talladega-Sylacauga
2010,,,,,,21.0,11.7,,, AL,Talladega-Sylacauga
2011,,,,,,25.0,12.4,,, AL,Talladega-Sylacauga
2012,,,,,,21.0,10.3,,, AL,Talladega-Sylacauga
2013,,,,,,17.0,9.2,,, AL,Talladega-Sylacauga
2014,,,,,,19.0,9.3,,, AL,Talladega-Sylacauga
2015,,,,,,22.0,10.0,,, AL,Talladega-Sylacauga
2016,,,,,,14.0,8.6,,, AL,Talladega-Sylacauga
2017,,,,,,19.0,8.7,,, AL,Talladega-Sylacauga
2018,,,,,,19.0,8.7,,, AL,Talladega-Sylacauga
2019,,,,,,19.0,8.7,,, AL,Talladega-Sylacauga
2000,,,,0.077,,30.0,13.6,,, FL,Tallahassee
2001,,,,0.076,,31.0,12.5,,, FL,Tallahassee
2002,,,,0.07,,28.0,12.9,,, FL,Tallahassee
2003,,,,0.076,,24.0,11.8,,, FL,Tallahassee
2004,,,,0.071,,28.0,13.0,,, FL,Tallahassee
2005,,,,0.071,,31.0,12.8,,, FL,Tallahassee
2006,,,,0.07,,27.0,12.4,,, FL,Tallahassee
2007,,,,0.071,,38.0,12.2,,, FL,Tallahassee
2008,,,,0.071,,23.0,10.6,,, FL,Tallahassee
2009,,,,0.057999999999999996,,25.0,9.7,,, FL,Tallahassee
2010,,,,0.067,,23.0,9.7,,, FL,Tallahassee
2011,,,,0.065,,22.0,9.2,,, FL,Tallahassee
2012,,,,0.066,,21.0,8.6,,, FL,Tallahassee
2013,,,,0.062,,20.0,8.1,,, FL,Tallahassee
2014,,,,0.06,,21.0,9.3,,, FL,Tallahassee
2015,,,,0.059000000000000004,,17.0,7.6,,, FL,Tallahassee
2016,,,,0.061,,16.0,6.7,,, FL,Tallahassee
2017,,,,0.062,,19.0,8.0,,, FL,Tallahassee
2018,,,,0.06,,17.0,7.3,,, FL,Tallahassee
2019,,,,0.061,,20.0,7.7,,, FL,Tallahassee
2000,2.1,58.0,13.0,0.08,44.2,29.0,12.3,2.01,113.0, FL,Tampa-St. Petersburg-Clearwater
2001,2.1,48.0,11.0,0.08,47.2,28.0,11.3,1.64,127.0, FL,Tampa-St. Petersburg-Clearwater
2002,2.3,48.0,11.0,0.069,38.7,22.0,10.3,1.27,121.0, FL,Tampa-St. Petersburg-Clearwater
2003,1.8,45.0,10.0,0.077,43.0,18.0,9.3,1.28,108.0, FL,Tampa-St. Petersburg-Clearwater
2004,1.6,41.0,9.0,0.07400000000000001,47.2,20.0,9.6,1.26,90.0, FL,Tampa-St. Petersburg-Clearwater
2005,1.5,36.0,8.0,0.075,48.2,25.0,10.4,1.11,84.0, FL,Tampa-St. Petersburg-Clearwater
2006,1.2,41.0,8.0,0.07400000000000001,48.0,21.0,9.5,0.84,90.0, FL,Tampa-St. Petersburg-Clearwater
2007,2.1,42.0,9.0,0.076,55.5,24.0,9.7,1.65,77.0, FL,Tampa-St. Petersburg-Clearwater
2008,1.1,41.0,7.0,0.075,44.2,17.0,8.0,1.77,49.0, FL,Tampa-St. Petersburg-Clearwater
2009,1.2,38.0,7.0,0.064,33.5,16.0,7.4,0.25,42.0, FL,Tampa-St. Petersburg-Clearwater
2010,1.1,38.0,6.0,0.067,44.7,16.0,8.1,0.73,35.0, FL,Tampa-St. Petersburg-Clearwater
2011,1.0,34.0,5.0,0.071,34.3,15.0,7.5,0.98,28.0, FL,Tampa-St. Petersburg-Clearwater
2012,1.1,34.0,5.0,0.066,36.8,15.0,6.8,0.98,19.0, FL,Tampa-St. Petersburg-Clearwater
2013,0.9,34.0,5.0,0.066,32.0,15.0,6.2,0.49,19.0, FL,Tampa-St. Petersburg-Clearwater
2014,0.8,30.0,5.0,0.064,40.3,15.0,6.5,0.13,14.0, FL,Tampa-St. Petersburg-Clearwater
2015,0.6,26.0,4.0,0.062,42.7,15.0,6.8,0.06,8.0, FL,Tampa-St. Petersburg-Clearwater
2016,0.7,31.0,4.0,0.064,31.5,16.0,7.0,0.09,8.0, FL,Tampa-St. Petersburg-Clearwater
2017,0.6,29.0,5.0,0.064,48.3,20.0,7.6,0.13,9.0, FL,Tampa-St. Petersburg-Clearwater
2018,0.5,28.0,4.0,0.065,40.8,15.0,7.4,0.11,8.0, FL,Tampa-St. Petersburg-Clearwater
2019,0.5,26.0,3.0,0.065,45.5,17.0,7.7,0.09,7.0, FL,Tampa-St. Petersburg-Clearwater
2000,,,,0.079,54.0,34.0,15.7,,121.0, IN,Terre Haute
2001,,,,0.083,47.0,38.0,15.2,,154.0, IN,Terre Haute
2002,,,,0.091,43.0,40.0,14.5,,99.0, IN,Terre Haute
2003,,,,0.073,54.0,35.0,14.1,,113.0, IN,Terre Haute
2004,,,,0.065,43.0,27.0,12.7,,132.0, IN,Terre Haute
2005,,,,0.07,54.0,43.0,15.4,,119.0, IN,Terre Haute
2006,,,,0.066,38.0,31.0,13.0,,102.0, IN,Terre Haute
2007,,,,0.075,54.0,31.0,14.1,,112.0, IN,Terre Haute
2008,,,,0.063,38.0,26.0,12.4,,129.0, IN,Terre Haute
2009,,,,0.06,42.0,25.0,11.8,,128.0, IN,Terre Haute
2010,,,,0.063,44.0,29.0,13.0,,115.0, IN,Terre Haute
2011,,,,0.069,38.0,27.0,12.4,,117.0, IN,Terre Haute
2012,,,,0.071,36.0,24.0,10.4,,100.0, IN,Terre Haute
2013,,,,0.064,32.0,23.0,9.2,,91.0, IN,Terre Haute
2014,,,,0.059000000000000004,35.0,26.0,11.0,,103.0, IN,Terre Haute
2015,,,,0.063,35.0,21.0,10.1,,87.0, IN,Terre Haute
2016,,,,0.068,29.0,21.0,9.2,,89.0, IN,Terre Haute
2017,,,,0.067,35.0,24.0,9.2,,3.0, IN,Terre Haute
2018,,,,0.069,33.0,20.0,8.4,,4.0, IN,Terre Haute
2019,,,,0.062,31.0,21.0,9.6,,4.0, IN,Terre Haute
2000,,,,0.075,,38.0,15.6,,, OH,Toledo
2001,,,,0.083,,38.0,15.6,,, OH,Toledo
2002,,,,0.091,,38.0,14.9,,, OH,Toledo
2003,,,,0.08800000000000001,,37.0,14.4,,, OH,Toledo
2004,,,,0.07200000000000001,,32.0,13.3,,, OH,Toledo
2005,,,,0.083,,44.0,15.8,,, OH,Toledo
2006,,,,0.07200000000000001,,27.0,12.6,,, OH,Toledo
2007,,,,0.08,,34.0,14.5,,, OH,Toledo
2008,,,,0.071,,31.0,12.1,,, OH,Toledo
2009,,,,0.067,,25.0,11.1,,, OH,Toledo
2010,,,,0.066,,28.0,11.3,,, OH,Toledo
2011,,,,0.069,,25.0,10.7,,, OH,Toledo
2012,,,,0.078,,21.0,10.0,,, OH,Toledo
2013,,,,0.065,,21.0,9.6,,, OH,Toledo
2014,,,,0.066,,27.0,10.4,,, OH,Toledo
2015,,,,0.063,,24.0,9.9,,, OH,Toledo
2016,,,,0.067,,18.0,8.4,,, OH,Toledo
2017,,,,0.065,,19.0,8.2,,, OH,Toledo
